pid,starttime,endtime,duration,recordeddate,commitment,firstclick,lastclick,pagesubmit,clickcount,browser,browser_version,os,resolution,phoneos,phoneos_othertext,devicelock,unlock_parents,unlock_spouse,unlock_siblings,unlock_friends,unlock_children,unlock_otherfamily,unlock_colleagues,unlock_strangers,unlock_noone,unlock_others,unlock_otherstext,numbernotifications,checkfrequency,checkfrequencytext,screenwakeup,dnd,silent,turnoff,airplane,notificationapps,modeusereasons,view_home,view_meetings,view_classes,view_seminars,view_cafes,view_gatherings,view_stores,view_transport,view_others,view_otherstext,share_spouse,share_siblings,share_parents,share_children,share_friends,share_colleagues,share_strangers,share_reason,share_notallow,share_nothing,share_closeapps,share_clear,share_guestmode,share_applock,share_accessibility,share_watchuse,share_checkapps,share_other,share_othertext,clear_spouse,clear_siblings,clear_parents,clear_children,clear_friends,clear_colleagues,clear_strangers,lastnotificationapp,lnandroid_lockscreen,lnandroid_drawer,lnandroid_floating,lnandroid_appbadge,lnandroid_dontknow,lnandroid_other,lnandroid_othertext,lnios_lockscreen,lnios_notificationcenter,lnios_permbanner,lnios_tempbanner,lnios_appbadge,lnios_dontknow,lnios_other,lnios_othertext,ln_addresstime,ln_addresstimetext,lnaction_readpreview,lnaction_readcontent,lnaction_clearlockscreen,lnaction_clearcenter,lnaction_address,lnaction_nothing,lnaction_preventfurther,lnaction_other,lnaction_preventfurthertext,lnaction_othertext,ln_selfconcern,ln_selfconcerntext,ln_othersinfo,ln_othersinfotext,ln_othersconcern,negativeexperiences,negativeexperiencestext,nereason_shared,nereason_unlocked,nereason_notsilenced,nereason_screencast,nereason_sensitive,nereason_other,nereason_sensitivetext,nereason_othertext,appconcernfamily_im,appconcernfamily_social,appconcernfamily_calendar,appconcernfamily_email,appconcernfamily_banking,appconcernfamily_health,appconcernfamily_dating,appconcernfamily_reason,appconcerncolleague_im,appconcerncolleague_social,appconcerncolleague_calendar,appconcerncolleague_email,appconcerncolleague_banking,appconcerncolleague_health,appconcerncolleague_dating,appconcerncolleague_reason,applock_im,applock_social,applock_calendar,applock_email,applock_banking,applock_health,applock_dating,applock_work,applock_travel,applock_none,android_lockscreen,ios_preview,preview_im,preview_social,preview_calendar,preview_email,preview_banking,preview_work,preview_travel,preview_health,preview_dating,muipc_location,muipc_collectinfo,muipc_monitor,muipc_othersknow,muipc_privateinfo,muipc_privacyinvasion,gdd_1,gdd_2,gdd_3,gdd_4,gdd_5,birthyear,gender,gendertext,ethnicity_nativeamerican,ethnicity_asian,ethnicity_black,ethnicity_pi,ethnicity_white,ethnicity_hispanic,ethnicity_other,ethnicity_nosay,ethnicity_othertext,education,educationtext,employment_full,employment_part,employment_looking,employment_notlooking,employment_homemaker,employment_student,employment_retired,employment_disabled,employment_other,employment_nosay,employment_othertext,profession,fieldofstudy,income,yearsinusa,householdsize,marital,maritaltext,comments,attentioncheck1,attentioncheck1text,attentioncheck2
189,30/11/20 11:34,30/11/20 11:40,358,30/11/20 11:40,I will provide my best answers.,1.852,1.852,3.977,1,Chrome,88.0.4324.11,Windows NT 6.1,1280x768,Android,NA,Yes,Parents,Spouse,NA,Friends,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 30 minutes,NA,Sometimes,16,7,10,8,6,NA,Once a day,Few times a day,Few times a week,Once a day,Once a day,Few times a week,Once a day,Few times a week,Few times a day,NA,Few times a day,Multiple times a week,Few times a day,Once a day,Multiple times a week,Once a day,Few times a day,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Always,Sometimes,Rarely,Sometimes,Sometimes,Always,Sometimes,face book,NA,Notification drawer,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,NA,Yes,NA,Somewhat concerned,3-5,Nothing,NA,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,NA,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,NA,NA,Social media,NA,E-mail,NA,NA,Dating,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Rather agree,Agree,Rather agree,Agree,Rather agree,1994,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Doctoral degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT,NA,"$50,000 to $59,999",7,6,Married,NA,nothing,Translate,NA,Somewhat agree
190,30/11/20 12:23,30/11/20 12:44,1228,30/11/20 12:44,I will provide my best answers.,15.834,15.834,21.063,1,Edge,84.0.522.52,Windows NT 10.0,1366x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,0,Once in about 1 hour,NA,Most of the time,0,2,0,0,0,I do not want it to disturb me when I work on certain surveys.,Few times a day,Few times a month,Never,Few times a week,Few times a month,Few times a week,Once a day,Never,Never,N/A,Never,Never,Few times a day,Few times a day,Less than once a week,Less than once a week,Never,"Show mother and 29 year old son, it is usually about work",NA,NA,NA,NA,NA,NA,NA,NA,NA,Other. (Please specify:),it is about work,NA,NA,NA,NA,NA,NA,NA,e-mail,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat unconcerned,Most e-mails and text are not private for any reason.,No,NA,NA,1-2,Usually scam alerts trying to give you something that is trying to cheat or scam you out of money.,NA,NA,NA,NA,The notification included sensitive content. (Please specify:),NA,NA,NA,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,My bank account or who I consider dating is not anyone else concern.,Somwhat concerned,Somwhat unconcerned,Completely unconcerned,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,Same as the last one,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Rather disagree,Rather disagree,Rather agree,Rather disagree,Rather agree,1963,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,NA,NA,NA,NA,NA,NA,NA,NA,Other. Please specify:,NA,work at home mostly,NA,NA,"$20,000 to $29,999",More than 10 or All my life,4,Divorced,NA,NA,Translate,NA,Somewhat agree
191,30/11/20 12:32,30/11/20 12:52,1192,30/11/20 12:52,I will provide my best answers.,14.401,14.401,16.341,1,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,0,Once in about 1 hour,NA,Always,0,0,2,0,0,NA,Few times a day,Never,Never,Never,Never,Never,Never,Never,Never,NA,N/A,Less than once a week,Less than once a week,N/A,Never,Never,Never,NA,NA,NA,Close running applications,Clear notifications,NA,NA,NA,NA,NA,NA,NA,N/A,Always,Always,N/A,Always,Always,Always,email app,NA,Notification drawer,NA,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,I don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1979,Female,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,Less than high school,NA,NA,NA,NA,Unemployed not looking for work,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,000 to $69,999",More than 10 or All my life,4,Never Married,NA,NA,Translate,NA,Somewhat agree
192,30/11/20 13:05,30/11/20 13:22,988,30/11/20 13:22,I will provide my best answers.,62.928,62.928,88.839,1,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,Children older than 13,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 5 minutes,NA,Always,8,8,2,0,1,NA,Few times a day,Few times a week,Few times a month,Few times a week,Few times a month,Few times a week,Few times a month,Few times a month,Never,NA,Few times a day,Never,Never,Once a day,Never,Less than once a week,Never,NA,NA,NA,Close running applications,Clear notifications,Enable guest mode or second space,Enable app locks,NA,NA,Check all the applications used by the person,NA,NA,Always,N/A,N/A,Always,Always,Always,N/A,Whatsapp,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Extremely concerned,Completely unconcerned,none,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,N/A,none,Instant messaging,Social media,NA,E-mail,Banking and payments,NA,Dating,Apps for work,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1980,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Software Engineer,NA,"$40,000 to $49,999",More than 10 or All my life,4,Married,NA,none,Translate,NA,Somewhat agree
193,30/11/20 13:30,30/11/20 14:02,1902,30/11/20 14:02,I will provide my best answers.,2.559,2.559,5.509,1,Chrome,85.0.4183.102,Windows NT 6.3,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 30 minutes,NA,Most of the time,0,1,0,1,2,NA,Once a day,Few times a week,Once a day,Few times a week,Few times a month,Few times a day,Few times a week,Few times a day,Never,NA,Once a day,Few times a week,Multiple times a week,Less than once a week,Never,Never,Never,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Sometimes,Always,N/A,Always,Always,Always,Always,notification identify,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,1-2,that time i fell very sad and some  depressed,I had given my phone to another person when the notification arrived.,I left the phone screen unlocked.,NA,NA,NA,NA,NA,NA,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,it is important,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,it is useful,Instant messaging,Social media,NA,NA,Banking and payments,NA,NA,Apps for work,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Rather agree,Agree,Rather agree,Rather agree,Rather agree,1979,Male,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,accounting,NA,"$50,000 to $59,999",More than 10 or All my life,5,Married,NA,no,Translate,NA,Somewhat agree
194,30/11/20 15:15,30/11/20 15:30,907,30/11/20 15:30,I will provide my best answers.,3.813,48.431,49.282,5,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Android,NA,Yes,Parents,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 to 29,Once in about 1 hour,NA,Always,0,0,0,0,2,NA,Few times a week,Never,Never,Never,Never,Never,Never,Never,Never,office,Once a day,Never,Few times a week,Multiple times a week,Few times a week,Never,Never,NA,NA,NA,Close running applications,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Never,Pushbots,Lock Screen,Notification drawer,Floating notification,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,1-2,unrelated porn notifications,I had given my phone to another person when the notification arrived.,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,there in personal details,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,there in personal details,NA,Social media,NA,E-mail,NA,NA,Dating,NA,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Rather agree,Rather agree,Rather agree,Rather agree,Rather agree,1970,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INFORMATION TECHNOLOGY,NA,"$90,000 to $99,999",More than 10 or All my life,4,Married,NA,none,Translate,NA,Somewhat agree
195,30/11/20 15:54,30/11/20 16:00,357,30/11/20 16:00,I will provide my best answers.,2.333,2.333,4.183,1,Chrome,86.0.4240.183,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 30 minutes,NA,Most of the time,7,6,20,21,22,NA,Few times a week,Once a day,Once a day,Once a day,Few times a day,Few times a week,Few times a week,Once a day,Never,NA,Once a day,Few times a day,Multiple times a week,Multiple times a week,Few times a week,Multiple times a week,Once a day,NA,NA,NA,NA,Clear notifications,Enable guest mode or second space,Enable app locks,NA,NA,NA,NA,NA,Rarely,Sometimes,Sometimes,Always,Sometimes,Sometimes,Rarely,MOJ APP,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,NA,NA,NA,Cleared it from the notification center/drawer,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,6-10,SOMETIMES ADVATACEMENT OVER THE TIME,NA,NA,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat unconcerned,NA,Neither concerned nor unconcerned,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,NA,NA,NA,NA,NA,Banking and payments,Health and fitness,NA,NA,NA,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Rather agree,Agree,"Neither disagree, neither agree",Rather agree,"Neither disagree, neither agree",1985,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANAGER,NA,"$30,000 to $39,999",More than 10 or All my life,5,Married,NA,ALL ARE GOOD,Translate,NA,Somewhat agree
196,30/11/20 16:00,30/11/20 16:08,470,30/11/20 16:08,I will provide my best answers.,1.795,1.795,4.952,1,Chrome,86.0.4240.183,Windows NT 6.3,1366x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,1 to 9,Once in about 30 minutes,NA,Sometimes,1,3,1,1,1,NA,Once a day,Few times a month,Few times a week,Few times a month,Few times a month,Once a day,Few times a week,Few times a month,Never,NA,Few times a day,Few times a day,Few times a week,Few times a week,Few times a week,Multiple times a week,Few times a day,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOCK SCREEN,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,NA,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Neither concerned nor unconcerned,Neither concerned nor unconcerned,Somwhat concerned,NA,Instant messaging,Social media,NA,E-mail,Banking and payments,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,1990,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EXECUTIVE,NA,"$60,000 to $69,999",More than 10 or All my life,3,Never Married,NA,NA,Translate,NA,Somewhat agree
197,30/11/20 17:37,30/11/20 18:06,1736,30/11/20 18:06,I will provide my best answers.,11.727,15.532,17.54,2,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,Other family members,NA,NA,NA,NA,NA,0,Once in about 15 minutes,NA,Most of the time,NA,NA,NA,2,NA,NA,Few times a day,Few times a week,Once a day,Few times a week,Few times a week,Few times a month,Few times a week,Never,NA,NA,Few times a day,Never,Once a day,NA,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gmail,Lock Screen,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,NA,Yes,NA,Extremely concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Completely unconcerned,Somwhat unconcerned,Completely unconcerned,Completely unconcerned,Somwhat unconcerned,N/A,NA,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Somwhat concerned,Extremely concerned,NA,Instant messaging,Social media,NA,E-mail,Banking and payments,Health and fitness,Dating,Apps for work,Travel and navigation,NA,Hide All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Rather agree,"Neither disagree, neither agree","Neither disagree, neither agree",Rather agree,1978,Female,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,NA,NA,NA,NA,Homemaker,NA,NA,NA,NA,NA,NA,NA,NA,"$40,000 to $49,999",More than 10 or All my life,4,Married,NA,no,Translate,NA,Somewhat agree
198,30/11/20 18:33,30/11/20 18:38,295,30/11/20 18:38,I will provide my best answers.,4.335,4.335,5.469,1,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Android,NA,Yes,Parents,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 30 minutes,NA,Sometimes,0,1,0,0,0,NA,Few times a day,Never,Never,Never,Never,Never,Few times a month,Never,Never,NA,Few times a week,Less than once a week,Less than once a week,N/A,Less than once a week,Never,Never,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,twitter,NA,NA,NA,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,NA,Somwhat concerned,Somwhat unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Rather disagree,1984,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,qa analyst,NA,"More than $100,000",More than 10 or All my life,2,Divorced,NA,No.,Translate,NA,Somewhat agree
199,30/11/20 19:00,30/11/20 19:07,417,30/11/20 19:07,I will provide my best answers.,5.534,5.534,7.532,1,Chrome,86.0.4240.111,Windows NT 6.3,1536x864,Android,NA,Yes,Parents,NA,Siblings,NA,NA,NA,NA,NA,NA,NA,NA,10 to 19,Once in about 15 minutes,NA,About half the time,3,2,2,2,5,nice,Few times a day,Few times a day,Few times a day,Once a day,Once a day,Few times a day,Few times a day,Once a day,Few times a day,NA,Once a day,Few times a day,Once a day,Few times a day,Few times a day,Few times a day,Few times a day,nice,NA,NA,NA,Clear notifications,NA,NA,NA,NA,NA,NA,NA,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,facebook,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat concerned,nice,Yes,NA,Somewhat concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,nice,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,Somwhat concerned,nice,Instant messaging,Social media,Calendar,NA,NA,NA,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Rather agree,Agree,Rather agree,Agree,1995,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manager,NA,"$50,000 to $59,999",4,4,Never Married,NA,everything is good,Translate,NA,Somewhat agree
200,30/11/20 19:04,30/11/20 19:12,489,30/11/20 19:12,I will provide my best answers.,6.268,7.185,9.87,2,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 to 9,Once in about 1 hour,NA,Always,0,8,0,0,0,NA,Few times a day,Never,Never,Never,Never,Never,Never,Never,Never,NA,Less than once a week,Never,Never,Less than once a week,Never,Never,Never,NA,NA,NA,Close running applications,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Facebook,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,Read the notification content,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,NA,Yes,NA,Not at all concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,N/A,NA,Somwhat concerned,Somwhat unconcerned,Somwhat unconcerned,Somwhat unconcerned,Extremely concerned,Somwhat concerned,N/A,NA,NA,Social media,NA,E-mail,Banking and payments,NA,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,1975,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sales Rep,NA,"$60,000 to $69,999",More than 10 or All my life,3,Married,NA,No,Translate,NA,Somewhat agree
201,30/11/20 19:02,30/11/20 19:17,877,30/11/20 19:17,I will provide my best answers.,10.01,14.236,16.256,2,Chrome,86.0.4240.198,Windows NT 6.3,1280x720,Android,NA,Yes,Parents,Spouse,Siblings,Friends,Children older than 13,Other family members,Colleagues,Strangers,NA,NA,NA,20 to 29,Whenever a notification is delivered,NA,Always,5,5,0,15,22,NA,Once a day,Few times a day,Few times a day,Few times a day,Once a day,Few times a month,Once a day,Few times a week,Once a day,NA,Multiple times a week,Never,Multiple times a day,Once a day,Few times a week,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,Check all the applications used by the person,NA,NA,NA,NA,NA,NA,NA,NA,NA,Facebook,Lock Screen,Notification drawer,Floating notification,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,Cleared it from the phone lock screen,Cleared it from the notification center/drawer,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,1-2,sometimes i cleared the important notifications. Then i forget to answer,I had given my phone to another person when the notification arrived.,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,"I was screencasting/projecting the device display to others (e.g., in a presentation) when the notification popped up on the screen.",NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Somwhat unconcerned,Extremely concerned,nice,Extremely concerned,Somwhat concerned,Completely unconcerned,Completely unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Extremely concerned,NA,Instant messaging,Social media,Calendar,E-mail,Banking and payments,Health and fitness,Dating,Apps for work,Travel and navigation,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Agree,Rather agree,Agree,Rather agree,Rather agree,1969,Female,NA,American Indian or Native American,Asian,Black or African American,Native Hawaiian or Pacific Islander,White,Hispanic,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full-time,Employed part-time,Unemployed looking for work,Unemployed not looking for work,Homemaker,Student,Retired,Disabled,NA,NA,NA,IT,Computer,"$90,000 to $99,999",More than 10 or All my life,4,Married,NA,It's a nice study,Translate,NA,Somewhat agree
